,root_mean_squared1,root_mean_squared2,root_mean_squared3,root_mean_squared4,iemg1,iemg2,iemg3,iemg4,mean_absolute_value1,mean_absolute_value2,mean_absolute_value3,mean_absolute_value4,variance1,variance2,variance3,variance4,wave_form_length1,wave_form_length2,wave_form_length3,wave_form_length4,mean1,mean2,mean3,mean4,median1,median2,median3,median4,skewness1,skewness2,skewness3,skewness4,kurt1,kurt2,kurt3,kurt4,label
155,3403.9827,3416.7952,3404.6902,3423.7585,197431.0,198174.0,197472.0,198578.0,3403.9827,3416.7932,3404.6897,3423.7585,1.1203922,14.060644,3.4209273,0.45897737,47.0,43.0,52.0,37.0,3403.9827,3416.7932,3404.6897,3423.7585,3404.0,3416.5,3405.0,3424.0,-0.13986637,-0.24446489,0.033894587,0.33816546,0.18950701,-0.46724772,-1.219881,-0.84082437,1
156,3430.6396,3402.7935,3400.345,3435.0696,198977.0,197362.0,197220.0,199234.0,3430.638,3402.7932,3400.3447,3435.0688,13.334424,2.370987,0.9500594,4.4780025,51.0,59.0,48.0,47.0,3430.638,3402.7932,3400.3447,3435.0688,3431.0,3402.5,3400.0,3435.0,0.040295873,0.4336454,0.719328,-0.14494506,-1.1195675,-0.42199206,0.29725003,-0.73134327,2
157,3403.5178,3417.5,3408.0347,3409.3105,197404.0,198215.0,197666.0,197740.0,3403.5173,3417.5,3408.0344,3409.3103,3.1117716,1.0086207,0.998811,0.8347205,61.0,49.0,39.0,47.0,3403.5173,3417.5,3408.0344,3409.3103,3404.0,3418.0,3408.0,3409.0,-0.13234614,-0.51062423,-0.27609575,0.29836908,-1.0961878,-0.26079345,-0.30758238,-0.6959541,0
158,3408.9678,3415.2932,3417.4314,3410.2246,197720.0,198087.0,198211.0,197793.0,3408.9656,3415.2932,3417.4312,3410.224,17.24019,2.3106418,1.5555885,3.0359693,44.0,54.0,57.0,42.0,3408.9656,3415.2932,3417.4312,3410.224,3409.5,3416.0,3417.5,3411.0,-0.24440542,-0.62021,0.2635214,-0.20874907,-1.4650408,-0.4371512,-0.21254253,-1.1084625,1
159,3427.2075,3410.7249,3410.9658,3413.19,198778.0,197822.0,197836.0,197965.0,3427.2068,3410.724,3410.9656,3413.1897,3.1296074,4.6825204,1.8263971,1.0502378,39.0,41.0,39.0,50.0,3427.2068,3410.724,3410.9656,3413.1897,3427.0,3411.0,3411.0,3413.0,-0.015944216,0.040824845,-0.48238418,0.3834801,-0.5539305,-1.0387642,-0.45835304,-0.63015246,2
160,3398.622,3411.1047,3409.4148,3407.3977,197120.0,197844.0,197746.0,197629.0,3398.6206,3411.1035,3409.4138,3407.3965,8.200952,6.713436,6.966706,7.2048154,70.0,69.0,69.0,69.0,3398.6206,3411.1035,3409.4138,3407.3965,3399.0,3411.0,3409.0,3408.0,-0.07888411,-0.33401418,0.09962972,-0.13164799,-0.92840314,-1.0121093,-0.9320841,-0.9547875,0
161,3394.7424,3408.1738,3411.622,3413.6743,196895.0,197674.0,197874.0,197993.0,3394.7415,3408.1724,3411.6206,3413.6724,8.157253,9.79786,8.235435,14.634067,80.0,74.0,75.0,84.0,3394.7415,3408.1724,3411.6206,3413.6724,3394.5,3408.0,3411.0,3414.0,-0.18281087,0.2618931,0.037077963,-0.036554534,-1.3065834,-0.4885509,-1.336068,-0.80436254,1
162,3416.605,3341.1057,3422.743,3418.6274,198163.0,193784.0,198519.0,198280.0,3416.6035,3341.1035,3422.7415,3418.6206,11.928955,14.506539,10.433114,47.269924,66.0,67.0,63.0,64.0,3416.6035,3341.1035,3422.7415,3418.6206,3416.5,3341.0,3423.0,3421.0,-0.11316585,0.744133,0.23297107,-0.33392113,-0.922055,0.102249146,-0.5827253,-1.1770312,2
163,3391.431,3407.914,3404.397,3407.4316,196703.0,197659.0,197455.0,197631.0,3391.4312,3407.9138,3404.3965,3407.4312,0.5900714,0.5270511,2.5151603,4.5555887,32.0,43.0,50.0,38.0,3391.4312,3407.9138,3404.3965,3407.4312,3392.0,3408.0,3404.0,3407.0,-0.90956783,0.40286538,-0.14753781,0.82381094,0.46948504,-0.22453809,-1.3044717,-0.0050148964,0
164,3396.6387,3406.4316,3417.3625,3419.208,197005.0,197573.0,198207.0,198314.0,3396.638,3406.4312,3417.362,3419.2068,4.6792507,2.9693818,2.575803,8.405469,50.0,47.0,47.0,44.0,3396.638,3406.4312,3417.362,3419.2068,3397.0,3407.0,3417.0,3420.0,-0.60207295,-0.5809431,-0.025127152,-0.6006361,-0.2623384,-0.11723137,-0.72560453,-0.8976526,1
165,3429.2415,3412.569,3410.966,3409.9656,198896.0,197929.0,197836.0,197778.0,3429.2415,3412.5688,3410.9656,3409.9656,0.7693222,1.2452435,2.6539834,0.9643282,50.0,50.0,63.0,46.0,3429.2415,3412.5688,3410.9656,3409.9656,3429.0,3412.0,3411.0,3410.0,0.737472,0.53431916,-0.5905851,0.28727594,0.6215241,-0.43474555,-0.4726174,-0.59390473,2
166,3406.1736,3410.6565,3410.57,3413.3635,197558.0,197818.0,197813.0,197975.0,3406.1724,3410.6553,3410.5688,3413.362,7.142688,9.019024,7.8659325,10.058562,74.0,75.0,70.0,70.0,3406.1724,3410.6553,3410.5688,3413.362,3406.0,3411.0,3410.5,3413.0,-0.02214181,-0.07551965,0.10296767,0.19595794,-0.8185506,-1.0913885,-1.1666069,-0.71749234,0
167,3381.2424,3406.7947,3411.4673,3408.2595,196112.0,197594.0,197865.0,197679.0,3381.2415,3406.7932,3411.4656,3408.2585,7.976218,9.784781,10.283293,6.9503565,87.0,75.0,82.0,69.0,3381.2415,3406.7932,3411.4656,3408.2585,3381.5,3407.0,3412.0,3408.0,-0.10403186,-0.075156756,0.008416087,0.28352582,-0.9080405,-0.64634395,-1.4124955,-1.1050123,1
168,3399.0698,3406.2944,3410.2249,3412.3284,197146.0,197565.0,197793.0,197915.0,3399.0688,3406.2932,3410.224,3412.3276,6.9952435,10.75892,5.967004,4.8754463,83.0,69.0,67.0,73.0,3399.0688,3406.2932,3410.224,3412.3276,3399.0,3406.5,3410.0,3412.0,0.0094881505,-0.18729982,0.03034213,0.0432713,-0.98894405,-0.79790616,-1.2714845,-1.120786,2
169,3395.5015,3410.7942,3406.0698,3415.0356,196939.0,197826.0,197552.0,198072.0,3395.5,3410.7932,3406.0688,3415.0344,11.043103,6.750297,6.029726,7.9298463,74.0,70.0,72.0,69.0,3395.5,3410.7932,3406.0688,3415.0344,3395.0,3411.0,3406.0,3415.0,0.16772722,0.0033383707,-0.25414643,-0.07219169,-0.5421517,-1.1806614,-0.9494126,-0.9234371,0
170,3373.1213,3360.8286,3412.8975,3409.7075,195641.0,194928.0,197948.0,197763.0,3373.1206,3360.8276,3412.8965,3409.7068,4.657848,7.901308,5.472057,4.793401,63.0,63.0,78.0,75.0,3373.1206,3360.8276,3412.8965,3409.7068,3373.0,3361.0,3413.0,3409.5,0.019126097,-0.21948253,-0.16617739,0.21852826,-0.96714187,-0.39426064,-1.1306672,-0.97758627,1
171,3393.1555,3402.2104,3415.1401,3410.9316,196803.0,197328.0,198078.0,197834.0,3393.1553,3402.2068,3415.138,3410.9312,4.062128,22.64685,16.946493,5.340071,54.0,67.0,58.0,61.0,3393.1553,3402.2068,3415.138,3410.9312,3393.0,3401.0,3415.0,3411.0,0.065356,0.37828895,0.07936008,-0.2179731,-1.1530677,-0.8593159,-0.8647208,-1.1025858,2
172,3376.5364,3410.4321,3409.7769,3408.9666,195839.0,197805.0,197767.0,197720.0,3376.5344,3410.4312,3409.776,3408.9656,12.386742,8.55559,6.863556,6.8953633,84.0,72.0,73.0,67.0,3376.5344,3410.4312,3409.776,3408.9656,3376.5,3410.0,3410.0,3409.0,0.3861193,-0.05200951,0.07221217,0.037425824,-0.38217425,-0.9823952,-1.3265327,-1.1047158,0
173,3375.3804,3413.535,3410.0178,3407.0525,195772.0,197985.0,197781.0,197609.0,3375.3794,3413.5344,3410.0173,3407.0518,6.8216414,4.524673,5.120393,5.221462,69.0,68.0,59.0,66.0,3375.3794,3413.5344,3410.0173,3407.0518,3375.0,3414.0,3410.0,3407.0,0.07597035,-0.2088838,-0.07506309,-0.046287578,-0.59840226,-0.926744,-1.4296631,-0.40923095,1
174,3395.5527,3416.8975,3412.8804,3406.156,196942.0,198180.0,197947.0,197557.0,3395.5518,3416.8965,3412.8794,3406.1553,6.109393,5.4030914,8.588883,4.924197,59.0,62.0,72.0,60.0,3395.5518,3416.8965,3412.8794,3406.1553,3395.0,3417.0,3413.0,3406.5,-0.04827179,0.27371398,0.33244163,-0.3759359,-1.041103,-0.5381758,-0.30901265,-0.86853004,2
175,3394.6914,3411.5532,3405.6045,3400.7778,196892.0,197870.0,197525.0,197245.0,3394.6897,3411.5518,3405.6035,3400.776,10.9381695,9.350772,6.653092,13.622178,68.0,64.0,61.0,72.0,3394.6897,3411.5518,3405.6035,3400.776,3395.0,3411.5,3406.0,3400.5,0.12501942,-0.04309465,-0.11895437,-0.27678424,-0.9354577,-0.8732054,-1.3181362,-0.3721118,0
176,3384.4497,3411.6562,3414.9663,3414.5703,196298.0,197876.0,198068.0,198045.0,3384.4482,3411.6553,3414.9656,3414.5688,9.626636,7.2259207,4.9298453,9.555591,69.0,73.0,61.0,72.0,3384.4482,3411.6553,3414.9656,3414.5688,3384.0,3412.0,3415.0,3415.0,0.36479244,-0.36587563,-0.05114375,-0.031221954,-0.89739156,-0.7050731,-0.8947892,-0.7823405,1
177,3399.7764,3413.1042,3407.8801,3406.3972,197187.0,197960.0,197657.0,197571.0,3399.776,3413.1035,3407.8794,3406.3965,5.277349,6.1961956,5.2785378,4.997919,71.0,71.0,54.0,68.0,3399.776,3413.1035,3407.8794,3406.3965,3400.0,3413.0,3407.0,3406.5,0.30925453,-0.19189979,0.036784377,0.20150346,-0.026262522,-0.5588262,-0.80653644,-0.49236012,2
