Variance(VAR)_0,MeanAbsoluteValue(MAV)_0,RootMeanSquare(RMS)_0,WaveformLength(WL)_0,Mean(MEAN)_0,StandardDeviation(SD)_0,Median_0,Peak(PK)_0,Min(MIN)_0,IntegralEMG(iEMG)_0,AverageAmplitudeChange(ACC)_0,Kurtosis(KURT)_0,Skewness(SKEW)_0,Variance(VAR)_1,MeanAbsoluteValue(MAV)_1,RootMeanSquare(RMS)_1,WaveformLength(WL)_1,Mean(MEAN)_1,StandardDeviation(SD)_1,Median_1,Peak(PK)_1,Min(MIN)_1,IntegralEMG(iEMG)_1,AverageAmplitudeChange(ACC)_1,Kurtosis(KURT)_1,Skewness(SKEW)_1,Variance(VAR)_2,MeanAbsoluteValue(MAV)_2,RootMeanSquare(RMS)_2,WaveformLength(WL)_2,Mean(MEAN)_2,StandardDeviation(SD)_2,Median_2,Peak(PK)_2,Min(MIN)_2,IntegralEMG(iEMG)_2,AverageAmplitudeChange(ACC)_2,Kurtosis(KURT)_2,Skewness(SKEW)_2,Variance(VAR)_3,MeanAbsoluteValue(MAV)_3,RootMeanSquare(RMS)_3,WaveformLength(WL)_3,Mean(MEAN)_3,StandardDeviation(SD)_3,Median_3,Peak(PK)_3,Min(MIN)_3,IntegralEMG(iEMG)_3,AverageAmplitudeChange(ACC)_3,Kurtosis(KURT)_3,Skewness(SKEW)_3,Variance(VAR)_4,MeanAbsoluteValue(MAV)_4,RootMeanSquare(RMS)_4,WaveformLength(WL)_4,Mean(MEAN)_4,StandardDeviation(SD)_4,Median_4,Peak(PK)_4,Min(MIN)_4,IntegralEMG(iEMG)_4,AverageAmplitudeChange(ACC)_4,Kurtosis(KURT)_4,Skewness(SKEW)_4,Variance(VAR)_5,MeanAbsoluteValue(MAV)_5,RootMeanSquare(RMS)_5,WaveformLength(WL)_5,Mean(MEAN)_5,StandardDeviation(SD)_5,Median_5,Peak(PK)_5,Min(MIN)_5,IntegralEMG(iEMG)_5,AverageAmplitudeChange(ACC)_5,Kurtosis(KURT)_5,Skewness(SKEW)_5,Variance(VAR)_6,MeanAbsoluteValue(MAV)_6,RootMeanSquare(RMS)_6,WaveformLength(WL)_6,Mean(MEAN)_6,StandardDeviation(SD)_6,Median_6,Peak(PK)_6,Min(MIN)_6,IntegralEMG(iEMG)_6,AverageAmplitudeChange(ACC)_6,Kurtosis(KURT)_6,Skewness(SKEW)_6,label
3.2757760000000005,2.928,3.3609522460160006,332.0,-2.832,1.8099104950245468,-3.0,1.0,-7.0,732.0,1.328,-0.4243994191597378,0.19839682398188135,3.212304,3.3,3.6991891003299626,344.0,-3.236,1.7922901550809234,-3.0,1.0,-7.0,825.0,1.376,-0.4282649526840916,0.30212618168818994,3.690256,2.596,3.0835044997534866,354.0,-2.412,1.9210039042125866,-2.0,3.0,-6.0,649.0,1.416,-0.45528601292733395,0.14149971561961472,9.910144,4.344,5.2360290297132615,392.0,-4.184,3.148038119210122,-4.0,3.0,-11.0,1086.0,1.568,-0.8340530784417073,-0.09729529385620349,9.146064,5.108,5.805859109554761,391.0,-4.956,3.024246021738311,-5.0,2.0,-11.0,1277.0,1.564,-0.47655192132125057,0.3718240718304874,6.7604,2.892,3.5793854221081025,367.0,-2.46,2.600076921939041,-3.0,3.0,-11.0,723.0,1.468,-0.2256905480682918,-0.17802880467435078,4.053456,2.684,3.123459620356889,354.0,-2.388,2.0133196467525964,-3.0,3.0,-7.0,671.0,1.416,-0.08670173049798491,0.4524786088089923,IdleResting
10.455376,5.42,6.0116553460756545,388.0,-5.068,3.233477385107247,-6.0,5.0,-11.0,1355.0,1.552,0.41243791495155735,0.8121699931099257,136.57441599999999,11.908,16.62756747092009,446.0,-11.828,11.68650572241335,-8.0,3.0,-53.0,2977.0,1.784,1.96820358659585,-1.7154863432979028,103.29089599999999,18.652,21.241186407543246,449.0,-18.652,10.163212877825593,-16.0,0.0,-53.0,4663.0,1.796,0.7179967796473954,-0.9660748409776856,48.750096000000006,17.86,19.16882886354824,370.0,-17.852,6.982126896583877,-18.0,1.0,-35.0,4465.0,1.48,-0.15337349995126415,0.27457515798558496,169.158016,11.408,14.033958814247674,364.0,-5.272,13.006076118491695,-2.0,11.0,-31.0,2852.0,1.456,-1.2809083400134014,-0.46536580015423895,6.3216,7.128,7.513188404399293,373.0,7.08,2.5142792207708355,8.0,11.0,-2.0,1782.0,1.492,1.6794760108981182,-1.284846626099716,3.0206239999999998,7.876,8.065482006675113,352.0,7.876,1.7379942462505449,8.0,12.0,4.0,1969.0,1.408,-0.48276614863107925,-0.27551788118120174,IndexExtension
7.781696,3.592,4.131827682757353,310.0,-3.048,2.7895691423587263,-4.0,4.0,-8.0,898.0,1.24,-0.8051522546074348,0.5989002640022959,48.7344,6.088,7.219418259112018,352.0,-1.84,6.981002793295531,-5.0,22.0,-8.0,1522.0,1.408,3.197720815254243,2.064375257015415,138.595984,12.94,15.44396322191943,421.0,9.996,11.77267955904687,12.0,46.0,-7.0,3235.0,1.684,-0.7987963369463684,0.11955726853949508,64.828096,14.44,16.45624501519104,433.0,14.352,8.05158965670755,14.0,46.0,-4.0,3610.0,1.732,0.9891295452380913,0.3835818396484044,100.9524,8.628,10.164841366199475,375.0,1.54,10.047507153518229,0.0,20.0,-13.0,2157.0,1.5,-1.2633762238133415,0.3067588728537662,20.354176000000006,10.296,11.18248630672088,328.0,-10.232,4.511560262259611,-12.0,2.0,-17.0,2574.0,1.312,0.023418267575552765,0.9098096496089215,6.489104,11.836,12.107022755409359,320.0,-11.836,2.5473719791188723,-12.0,-3.0,-17.0,2959.0,1.28,-0.09224311095181514,0.40307832489788803,IndexFlexion
3.9352960000000006,4.448,4.870318264754368,403.0,-4.448,1.983758049763126,-4.0,0.0,-10.0,1112.0,1.612,-0.10393736285954969,-0.12771721237322448,43.315903999999996,8.936,11.098107946852924,442.0,-8.936,6.581481899997902,-6.0,-1.0,-32.0,2234.0,1.768,0.6140352864515677,-1.2314628196502357,32.463056,13.212,14.388189601197226,410.0,-13.212,5.697636001009542,-14.0,-1.0,-32.0,3303.0,1.64,0.1373574324408069,-0.09746814108917959,42.64089599999999,9.624,10.99672678573038,379.0,-8.848,6.529999693721279,-11.0,5.0,-21.0,2406.0,1.516,-0.7678534131939259,0.5318113792773916,29.7344,4.52,5.455272678794342,366.0,-0.16,5.452925820144632,2.0,9.0,-14.0,1130.0,1.464,-0.5541718326013849,-0.8136414032461919,6.121344,2.368,3.0502458917274193,316.0,1.784,2.4741350003587113,1.5,9.0,-3.0,592.0,1.264,-0.43829593299486236,0.3338856461377942,3.88,1.824,2.3065125189341593,294.0,-1.2,1.969771560359221,-1.0,3.0,-6.0,456.0,1.176,-0.7915825273674146,-0.12246958899034376,LittleExtension
3.994624,3.44,3.923263947276553,367.0,-3.376,1.9986555481122803,-3.0,1.0,-9.0,860.0,1.468,-0.17287521432137254,-0.05322060067251917,3.2084639999999998,2.42,2.8712366673612957,368.0,-2.244,1.79121857962673,-2.0,2.0,-7.0,605.0,1.472,-0.25720549715396634,0.017943509568202908,206.831184,12.74,19.123075066526305,403.0,-12.604,14.3816266117571,-4.0,2.0,-57.0,3185.0,1.612,0.06311980396503092,-1.0445122274877665,140.1444,17.54,21.161190892764047,407.0,-17.54,11.838260007281475,-16.0,-2.0,-57.0,4385.0,1.628,0.6706301855421817,-0.9517480044756325,112.856576,9.52,11.227110046668288,340.0,-3.632,10.623397573281347,-5.0,19.0,-26.0,2380.0,1.36,-0.7542121318415362,0.2190942211991177,54.317584,8.644,10.300485425454472,347.0,7.196,7.370046404195838,7.0,20.0,-13.0,2161.0,1.388,-0.3397783015266316,-0.41192292649582474,32.998416,6.42,8.431607201477071,387.0,6.172,5.744424775380038,4.0,20.0,-4.0,1605.0,1.548,-0.565983999876523,0.7411163362853197,LittleFlexion
15.618176,5.04,6.19289915952133,420.0,-4.768,3.951983805634836,-4.0,6.0,-18.0,1260.0,1.68,1.265956162757024,-0.7822515243020802,16.722304,5.176,6.257155903443673,414.0,-4.736,4.089291381156398,-5.0,6.0,-17.0,1294.0,1.656,0.9808057617215389,-0.4673494472342134,22.078464000000007,4.632,5.716642371182581,410.0,-3.256,4.698772605691832,-4.0,7.0,-17.0,1158.0,1.64,0.014558423634610573,-0.21479276257432867,325.4176,14.976,22.761195047712235,502.0,-13.88,18.039334799265742,-6.0,7.0,-77.0,3744.0,2.008,0.7602876665830895,-1.2135181150090288,318.84159999999997,17.0,23.632012186862124,452.0,-15.48,17.856136200197398,-12.0,10.0,-77.0,4250.0,1.808,0.5532255317612935,-0.9862529956119321,101.03342399999998,9.044,10.363590111539533,305.0,2.524,10.051538389719257,6.0,15.0,-26.0,2261.0,1.22,0.19030256215126773,-1.0434754141786613,9.465599999999998,8.08,8.645923895108028,325.0,8.08,3.0766215236847057,8.0,15.0,2.0,2020.0,1.3,-0.9533795997240606,-0.06950934774685326,MiddleExtension
3.9030560000000003,2.916,3.41701624227922,406.0,-2.788,1.9756153471766715,-3.0,2.0,-8.0,729.0,1.624,-0.44058452300980555,0.10272788140255204,3.482176,2.872,3.338263021393012,397.0,-2.768,1.8660589486937438,-3.0,2.0,-8.0,718.0,1.588,-0.3037673559147698,0.10402031175556337,3.2503040000000003,3.272,3.7288067796548536,401.0,-3.264,1.8028599501902527,-3.0,1.0,-9.0,818.0,1.604,-0.34947388987385963,-0.20467434143261876,762.6460159999999,18.272,33.11362257440282,548.0,-18.272,27.616046349903165,-6.0,0.0,-134.0,4568.0,2.192,5.127748305766561,-2.3371909690666803,1208.603456,28.48,39.20010204068352,834.0,-18.112,34.76497455773555,-12.5,37.0,-134.0,7120.0,3.336,1.2637468976216368,-1.0335252193768962,577.535424,19.904,24.763844612660613,783.0,5.976,24.031966711028875,13.0,37.0,-115.0,4976.0,3.132,4.376711124293807,-1.7796888841565046,85.4784,12.344,14.646774388922633,561.0,11.36,9.245452936443947,11.0,34.0,-15.0,3086.0,2.244,0.018826283727368054,0.05723072659129732,MiddleFlexion
10.427216,3.22,4.3886216514983385,356.0,-2.972,3.2291200039639283,-2.0,3.0,-16.0,805.0,1.424,2.978890679312583,-1.4486144354499515,8.775183999999998,3.54,4.5064398365006495,397.0,-3.396,2.962293705897509,-3.0,2.0,-14.0,885.0,1.588,1.447846003373762,-0.9828545613650224,14.7664,5.504,6.660330322138685,408.0,-5.44,3.8427073789191915,-5.0,2.0,-14.0,1376.0,1.632,-0.7626688856108852,-0.3682425118649117,40.05760000000001,12.088,13.637595095910422,399.0,-12.08,6.329107362021915,-12.5,1.0,-25.0,3022.0,1.596,-1.0770585994448878,0.23024731013769395,25.140816,13.572,14.468586662144993,384.0,-13.572,5.014061826503538,-14.0,-3.0,-25.0,3393.0,1.536,-1.0105463707465663,0.15774367106965698,15.6704,7.04,8.076632961822643,345.0,-7.04,3.958585605996162,-6.0,0.0,-17.0,1760.0,1.38,-0.17537780212337406,-0.710843554329278,4.1743999999999994,3.52,4.0009998750312405,336.0,-3.44,2.0431348462595413,-3.0,2.0,-9.0,880.0,1.344,0.0029990240757857833,-0.05119182310217653,RingExtension
2.787584,2.784,3.1711196760765747,345.0,-2.696,1.6696059415323126,-3.0,3.0,-7.0,696.0,1.38,0.17450703578680615,0.2349784554141671,3.311616000000001,2.136,2.610747019532915,351.0,-1.872,1.8197846026384554,-2.0,3.0,-7.0,534.0,1.404,-0.2697978485383459,-0.034806306941650995,3.3911040000000003,1.984,2.4819347291981715,376.0,-1.664,1.8414950447937677,-2.0,3.0,-7.0,496.0,1.504,-0.12498936836053165,-0.16528667311635345,52.509184,4.256,8.327784819506325,416.0,-4.104,7.246322101590572,-3.0,3.0,-55.0,1064.0,1.664,26.092940082036687,-4.840555746370619,3535.2784,48.696,76.81879978234494,887.0,-48.64,59.45820717108783,-16.0,3.0,-204.0,12174.0,3.548,0.1921968710279498,-1.1779609786063263,4506.485776,55.532,78.31446865043522,1033.0,-40.332,67.13036403893547,-16.5,39.0,-204.0,13883.0,4.132,-0.2972778537298386,-0.8770994792578942,453.692304,28.42,31.91269339933563,597.0,23.764,21.300054084438376,30.0,53.0,-83.0,7105.0,2.388,4.546290140945462,-1.7139955786999477,RingFlexion
2.425024,3.184,3.537230555109463,315.0,-3.176,1.5572488561562663,-3.0,1.0,-7.0,796.0,1.26,-0.3381070970509352,0.09688268100012719,31.089295999999994,6.068,8.228973204476972,364.0,-6.052,5.575777613929737,-4.0,1.0,-27.0,1517.0,1.456,2.643777599434719,-1.7309208008036734,35.545536,6.816,8.752599613829025,416.0,-6.408,5.962007715526708,-5.0,5.0,-27.0,1704.0,1.664,1.4147194082964525,-1.0503088330166928,12.4736,5.272,6.0239521910453435,396.0,-4.88,3.5317984087430583,-5.0,5.0,-14.0,1318.0,1.584,0.013775696631470158,0.3578265287088151,16.162,3.836,4.842726504769808,391.0,-2.7,4.020199000049624,-3.0,5.0,-14.0,959.0,1.564,-0.6692224214606215,-0.2820923953966733,4.427776,1.728,2.110923968313402,402.0,0.168,2.1042281245150205,0.0,5.0,-5.0,432.0,1.608,-0.5694343165440228,-0.14986939190677961,3.0647040000000003,1.528,1.8308467986153292,377.0,-0.536,1.7506296010292983,-1.0,4.0,-4.0,382.0,1.508,-0.6961092225242398,0.20764233835825233,ThumbExtension
